text;created_at;coordinates;retweet_count;favorite_count;screen_name;location;lang;followers_count;geo_enabled;statuses_count;lat;long;hashtags
Making LOCAL GOVERNMENT work in Africa is to make them have  BIG DATA oriented development- (data on everything in development);Wed Aug 17 13:45:09 +0000 2016;;0.0;0.0;UIDC_UG;Kampala, Uganda;sv;381.0;False;10031.0;0.3177137;32.5813539;
"RT @Dory: It's always Florida. Always.  RT ”@SeriousStrange: A 17ft python pregnant with 87 eggs was caught in Florida."" https://t.co/pXJfj…";Wed Aug 17 13:45:09 +0000 2016;;0.0;0.0;spoiledjimmies;Kentucky, USA;en;88.0;False;2071.0;37.5726028;-85.155141;
RT @HuddleToday: T4G president Geoff Flood talks big, but he's got the data to back it up: https://t.co/yhzMJYvsi4;Wed Aug 17 13:45:10 +0000 2016;;0.0;0.0;jkamerman;New Brunswick, Canada;en;67.0;True;255.0;46.5;-66.7499999;
‘How Patients Think’: Filling In Big Data’s Gaps https://t.co/lgizKgzQ6y;Wed Aug 17 13:45:17 +0000 2016;;0.0;0.0;Innovatorunit;London, England;en-gb;82.0;False;208.0;51.5073219;-0.1276473;
RT @IBMzSystems: A or B: The top business beneﬁt of improved data analytics is ____. More info: https://t.co/p3e2hfVDnI #Spark #IBMz https:…;Wed Aug 17 13:45:19 +0000 2016;;0.0;0.0;g_vinay15;Bengaluru, India;en;167.0;True;7524.0;12.9791198;77.5912997;#Spark #IBMz
RT @MzkayeL: #PushAwardsLizQuens cto lizasoberano: RT ULTIMATE_LQFANB: I made a cover of SPARK. Hope it's not too offensive to … https://t.…;Wed Aug 17 13:45:24 +0000 2016;;0.0;0.0;quenhope2014;Away from Home;en;11.0;False;10633.0;38.9125;-77.0167999;#PushAwardsLizQuens
Please do your part and follow #fire restrictions. One spark is all it takes to ignite a fire. https://t.co/HRJtjiycN7;Wed Aug 17 13:45:25 +0000 2016;;0.0;0.0;BoiseFire;Boise, Idaho;en;1915.0;True;613.0;43.61656;-116.2008349;#fire
RT @BestMovieLine: Monty Python and the Holy Grail https://t.co/wHZ2kHAzy5;Wed Aug 17 13:45:31 +0000 2016;;0.0;0.0;CantosPM;Alberta, Canada;en;517.0;False;3368.0;55.0;-114.9999998;
Send big data to your family, friends and colleagues! https://t.co/27pXMPTtBM;Wed Aug 17 13:45:32 +0000 2016;;0.0;0.0;ki_twap;Indonesia;id;12.0;False;234.0;-4.7993355;114.5632032;
RT @marcusborba: Use Big Data to Create Value for Customers, Not Just Target Them https://t.co/o5xhogEfXe via @data_nerd #BigData;Wed Aug 17 13:45:32 +0000 2016;;0.0;0.0;datatorrent;San Jose, CA;en;4415.0;True;879.0;37.3361905;-121.8905832;#BigData
@HeerJeet Some on the left want Trump win to spark revolutionary change. Might Britebart want same for establishment GOP to spark uprising?;Wed Aug 17 13:45:49 +0000 2016;;0.0;0.0;mrlloydgp;Amsterdam;en;166.0;False;526.0;52.374436;4.8979956033677;
Now hiring for https://t.co/FfjkY7UIxK Engineer (Hadoop) Needed - FL in Temple Terrace, FL https://t.co/bSAqM4QuKn #job;Wed Aug 17 13:45:52 +0000 2016;;0.0;0.0;Janovah;California;en;434.0;False;24355.0;36.7014631;-118.7559973;#job
Here is the huge collection of numpy, pandas, matplotlib, and seaborn examples that you have been looking for. https://t.co/klZjmmvr62;Wed Aug 17 13:45:52 +0000 2016;;0.0;0.0;jacobeisenstein;Atlanta, GA;en;1964.0;False;1419.0;33.7490987;-84.3901848;
"RT @TeluguStates: No one can replace chiranjeevi ,but i like the spark &amp; spontaneity of Allu Arjun . My Favorite Hero is Prabhas  - Telanga…";Wed Aug 17 13:45:53 +0000 2016;;0.0;0.0;ArjunFanatic;Chennai, India;en;126.0;False;3006.0;13.0796914;80.2829533;
kamzou08: 1ClickElasticSearchCluster for Your Big Data Center Cloud - https://t.co/KJWVbv890U Management: https://t.co/XBdWorVvYy;Wed Aug 17 13:45:55 +0000 2016;;0.0;0.0;CloudataNow;San Francisco, CA;en;880.0;False;2066909.0;37.7792808;-122.4192362;
You're only given a little spark of madness. You mustn't lose it. -Robin Williams;Wed Aug 17 13:45:58 +0000 2016;;0.0;0.0;NancyPowell3;London;en;9.0;False;621.0;51.5073219;-0.1276473;
@JoshLuke4Health thanks 4 the follow! Curious how #bigdata can benefit ur company? Check out https://t.co/OtbiH5PH2x for big data solutions!;Wed Aug 17 13:46:08 +0000 2016;;0.0;0.0;AvlinoAlenza;Holmdel, NJ;en;1360.0;True;965.0;40.3451095;-74.1840321;#bigdata
RT @BoiseFire: Please do your part and follow #fire restrictions. One spark is all it takes to ignite a fire. https://t.co/HRJtjiycN7;Wed Aug 17 13:46:10 +0000 2016;;0.0;0.0;idahogrizzley;Boise, ID;en;55.0;False;59.0;43.61656;-116.2008349;#fire
So why did they have to kill it though?  https://t.co/PRfHoFMeGw;Wed Aug 17 13:46:14 +0000 2016;;0.0;0.0;therealwavey;Ny ;en;1095.0;True;69823.0;43.1561681;-75.8449945;
RT @EasyAnalytics1: How data science conquered baseball – and why fantasy baseball is next https://t.co/pSSikOVwTU https://t.co/82bIa7bjcm;Wed Aug 17 13:46:15 +0000 2016;;0.0;0.0;Pvalsfr;Nord-Pas-de-Calais, France;fr;1600.0;False;260558.0;50.52939535;2.45002734526307;
@BenjaminMarcon: Making Big Data Drive Digital Transformation – As Disru...... https://t.co/42LpIkeh2t https://t.co/0voQvOJBLL;Wed Aug 17 13:46:15 +0000 2016;;0.0;0.0;GuegoC;Ile-de-France, France;fr;92.0;True;3319.0;48.5716633;2.5670187;
arcade_mobile: 1ClickElasticSearchCluster for Your Big Data Center Cloud - https://t.co/UQxpVCWtol: Live Bait: https://t.co/N56nKwiuoH;Wed Aug 17 13:46:16 +0000 2016;;0.0;0.0;CloudataNow;San Francisco, CA;en;880.0;False;2066911.0;37.7792808;-122.4192362;
RT @jacobeisenstein: Here is the huge collection of numpy, pandas, matplotlib, and seaborn examples that you have been looking for. https:/…;Wed Aug 17 13:46:18 +0000 2016;;0.0;0.0;alexhanna;Toronto, ON;en;3611.0;True;61492.0;43.6529206;-79.3849007;
Big Data Is Taking The Digital World By Storm https://t.co/uWIDAOeOji #tech #bigdata #cloud https://t.co/Uk2DNuVIcn;Wed Aug 17 13:46:20 +0000 2016;;0.0;0.0;AukseNzir;London, England;en;44.0;False;2247.0;51.5073219;-0.1276473;#tech #bigdata #cloud
Big Data Is Taking The Digital World By Storm https://t.co/Hrx8WsS0pg #tech #bigdata #cloud https://t.co/4yobRecirF;Wed Aug 17 13:46:22 +0000 2016;;0.0;0.0;pattersonpolly1;London;en;63.0;False;2233.0;51.5073219;-0.1276473;#tech #bigdata #cloud
Must watch movies on Data Science via /r/datascience https://t.co/pgvymYLBl4;Wed Aug 17 13:46:24 +0000 2016;;0.0;0.0;chris_n_vinegar;Baltimore, MD;en;254.0;True;31334.0;39.2908608;-76.6108072;
Amazon Kinesis Analytics and the road to Big Data's killer app: Kinesis Analytics makes it easier to do strea... https://t.co/lg3Beib7Qk;Wed Aug 17 13:46:29 +0000 2016;;0.0;0.0;tWoodlandsTech;The Woodlands, TX;en;165.0;False;1796.0;30.1734194;-95.5046859;
RT @jacobeisenstein: Here is the huge collection of numpy, pandas, matplotlib, and seaborn examples that you have been looking for. https:/…;Wed Aug 17 13:46:30 +0000 2016;;0.0;0.0;ccb;Philadelphia, PA;en;2351.0;True;1189.0;39.9523993;-75.1635898;
Updated guides for Adobe Spark Page and Adobe Spark Video (formerly Adobe Voice) https://t.co/AkoPgoDRIO;Wed Aug 17 13:46:32 +0000 2016;;0.0;0.0;BVEdTec;Overland Park, Kansas;en;1647.0;False;5173.0;38.9822282;-94.6707916;
